bn_name,bn_id,loc_name,creator_type,title,date,year_n,place,publisher,names_n,names,bn_pos,record_id,lccnID
Emily Jane Climenson,Q835,"Climenson, Emily J.",editor,"Elizabeth Montagu, the queen of the bluestockings, her correspondence from 1720 to 1761",1906,1906,London,John Murray,2,"Montagu || Climenson, Emily J.",2,Q835_001,w 06000292
Emily Jane Climenson,Q835,"Climenson, Emily Jane",author,"Mrs. Montagu, ""Queen of the blues"", her letters and friendships from 1762 to 1800",1923,1923,London etc.,Constable and company limited,3,"Montagu || Blunt, Reginald || Climenson, Emily Jane",3,Q835_002,24005682
Mary Coate,Q802,"Coate, Mary",author,Social life in Stuart England,1924,1924,London,Methuen & Co. Ltd.,1,"Coate, Mary",1,Q802_002,24013692
Mary Coate,Q802,"Coate, Mary",author,"Cornwall in the great civil war and interregnum, 1642-1660",1933,1933,Oxford,The Clarendon press,1,"Coate, Mary",1,Q802_004,34003070
Mary Coate,Q802,"Coate, Mary",editor,"The letter-book of John Viscount Mordaunt, 1658-1660",1945,1945,London,Offices of the Royal Historical Society,2,"Mordaunt, John Mordaunt || Coate, Mary",2,Q802_005,45010764
Christabel Rose Coleridge,Q838,"Coleridge, Christabel R.",author,An English squire,1885,1885,New York,G. Munro,1,"Coleridge, Christabel R.",1,Q838_004,ca 07006518
Christabel Rose Coleridge,Q838,"Coleridge, Christabel R.",author,A near relation,1887,1887,New York,J.W. Lovell company,1,"Coleridge, Christabel R.",1,Q838_005,ca 07006517
Christabel Rose Coleridge,Q838,"Coleridge, Christabel R.",author,"Charlotte Mary Yonge, her life and letters",1903,1903,London,"Macmillan and co., limited",1,"Coleridge, Christabel R.",1,Q838_002,03015117
Vera Christina Chute Collum,Q2650,"Collum, Vera Christina Chute",translator,Prehistoric man; a general outline of prehistory,1924,1924,London,A. A. Knopf,3,"Morgan, Jacques Jean Marie de || Paxton, J. H. || Collum, Vera Christina Chute",3,Q2650_009,25002564
Vera Christina Chute Collum,Q2650,"Collum, Vera Christina Chute",author,The earth before history; man's origin and the origin of life,1925,1925,New York,A.A. Knopf,3,"Perrier, Edmond || Radin, Paul || Collum, Vera Christina Chute",3,Q2650_010,39004075
Vera Christina Chute Collum,Q2650,"Collum, Vera Christina Chute",translator,Comparative philosophy,1926,1926,London,"Harcourt, Brace & company, inc.",2,"Masson-Oursel, Paul || Collum, Vera Christina Chute",2,Q2650_007,27013401
Vera Christina Chute Collum,Q2650,"Collum, Vera Christina Chute",author,The dance of Çiva,1927,1927,London,"K. Paul, Trench, Trubner & co., ltd.",1,"Collum, Vera Christina Chute",1,Q2650_005,27012086
Vera Christina Chute Collum,Q2650,"Collum, Vera Christina Chute",translator,Art in Greece,1927,1927,London,"K Paul, Trench, Trubner & co., ltd.",3,"Ridder, André Henri Pierre de || Deonna, Waldemar || Collum, Vera Christina Chute",3,Q2650_012,27023474
Vera Christina Chute Collum,Q2650,"Collum, Vera Christina Chute",author,The music of growth,1933,1933,London,"E. Partridge, at the Scholartis press",1,"Collum, Vera Christina Chute",1,Q2650_003,35003411
Vera Christina Chute Collum,Q2650,"Collum, Vera Christina Chute",author,The re-excavation of the Déhus chambered mound,1934,1934,Guernsey,,2,"Collum, Vera Christina Chute || Mond, Robert",1,Q2650_006,36021454
Vera Christina Chute Collum,Q2650,"Collum, Vera Christina Chute",author,The Tressé iron-age megalithic monument (Sir Robert Mond's excavation); its quadruple sculptured breasts and their relation to the mother-goddess cosmic cult,1935,1935,London,H. Milford,1,"Collum, Vera Christina Chute",1,Q2650_004,35030087
Vera Christina Chute Collum,Q2650,"Collum, Vera Christina Chute",author,Manifold unity; the ancient world's perception of the divine pattern of harmony and compassion,1940,1940,London,J. Murray,1,"Collum, Vera Christina Chute",1,Q2650_002,41007150
Adelaide Martha Collyer,Q837,"Collyer, Adelaide D'Arcy",editor,"The dispatches and correspondence of John, second earl of Buckinghamshire, ambassador to the court of Catherine II. of Russia 1762-1765",1900-02,1900,London,"Longmans, Green and co.",2,"Hobart, John || Collyer, Adelaide D'Arcy",2,Q837_001,01004106
Agnes Conway Horsfield,Q916,"Conway, Agnes Ethel",author,The book of art for young people,1914,1914,London,A. and C. Black,2,"Conway, Agnes Ethel || Conway, William Martin",1,Q916_001,27015683
Agnes Conway Horsfield,Q916,"Conway, Agnes Ethel",author,"A ride through the Balkans, on classic ground with a camera",1917,1917,London,R. Scott,1,"Conway, Agnes Ethel",1,Q916_004,17010195
Agnes Conway Horsfield,Q916,"Conway, Agnes Ethel",author,"Henry VII's relations with Scotland and Ireland, 1485-1498",1932,1932,Cambridge Eng.,The University press,2,"Conway, Agnes Ethel || Curtis, Edmund",1,Q916_002,32017474
Constance Tayler,Q1060,"Coulson, Constance J. D.",author,Korea,1910,1910,London,A. and C. Black,1,"Coulson, Constance J. D.",1,Q1060_002,a 10002549
Marian Roalfe Cox,Q840,"Cox, Marian Emily Roalfe",author,"Cinderella; three hundred and forty-five variants of Cinderella, Catskin, and Cap o'Rushes",1893,1893,London,The Folk-lore society,1,"Cox, Marian Emily Roalfe",1,Q840_003,42045091
Marian Roalfe Cox,Q840,"Cox, Marian Emily Roalfe",author,An introduction to folk-lore,1904,1904,London,D. Nutt,1,"Cox, Marian Emily Roalfe",1,Q840_002,04007920
Thalassa Mary Hencken,Q868,"Cruso, Thalassa",author,Costume,1934,1934,London,,1,"Cruso, Thalassa",1,Q868_001,35000274
Maud Cunnington,Q434,"Cunnington, Maud Edith Pegge",editor,Catalogue of antiquities in the museum of the Wiltshire Archæological and Natural History Society at Devizes,1896-1911,1896,Devizes,The Society at the Museum,3,"Cunnington, William || Goddard, Edward Hungerford || Cunnington, Maud Edith Pegge",3,Q434_002,44012897
Maud Cunnington,Q434,"Cunnington, Maud Edith Pegge",author,"An introduction to the archæology of Wiltshire from the earliest time to the pagan Saxons. With chapters on Stonehenge, Avebury, Silbury Hill, Woodhenge, barrows, earthworkd, etc",1934,1934,Devizes,Printed by C.H. Woodward,1,"Cunnington, Maud Edith Pegge",1,Q434_001,35003409
Frances Gardiner Davenport,Q843,"Davenport, Frances G.",author,A classified list of printed original materials for English manorial and agrarian history during the middle ages,1894,1894,Boston,Ginn & company,1,"Davenport, Frances G.",1,Q843_010,03015400
Frances Gardiner Davenport,Q843,"Davenport, Frances G.",author,"The economic development of a Norfolk manor, 1086-1565",1906,1906,Cambridge Eng.,At the University Press,1,"Davenport, Frances G.",1,Q843_013,06037953
Frances Gardiner Davenport,Q843,"Davenport, Frances G.",author,Manuscript materials in the British museum for the history of the United States to 1783,1908,1908,"Washington, D.C.",Carnegie institution of Washington,2,"Andrews, Charles McLean || Davenport, Frances G.",2,Q843_005,23014529
Frances Gardiner Davenport,Q843,"Davenport, Frances G.",editor,European treaties bearing on the history of the United States and its dependencies,1917-37,1917,"Washington, D.C.",Carnegie Institution of Washington,2,"Davenport, Frances G. || Paullin, Charles Oscar",1,Q843_015,18003383
Frances Gardiner Davenport,Q843,"Davenport, Frances G.",author,America and European diplomacy to 1648,1917,1917,Washington,,1,"Davenport, Frances G.",1,Q843_007,18005159
Frances Gardiner Davenport,Q843,"Davenport, Frances G.",author,A provisional list of printed lists of ambassadors and other diplomatic representatives,1928,1928,Paris,Les Presses universitaires de France,2,"Jameson, J. Franklin || Davenport, Frances G.",2,Q843_017,31025619
Frances Gardiner Davenport,Q843,"Davenport, Frances Gardiner",editor,Guide to the manuscript materials for the history of the United States to 1783,1908,1908,"Washington, D.C.",The Carnegie institution of Washington,2,"Andrews, Charles McLean || Davenport, Frances Gardiner",2,Q843_002,09006049
Frances Gardiner Davenport,Q843,"Davenport, Frances Gardiner",author,Manuscript materials in Lambeth palace library for the history of the United States to 1783,1908,1908,"Washington, D.C.",Published by the Carnegie institution of Washington,2,"Andrews, Charles McLean || Davenport, Frances Gardiner",2,Q843_018,40017757
Frances Gardiner Davenport,Q843,"Davenport, Frances Gardiner",author,Lists of transcript from the British museum and the Bodleian library acquired by the Library of Congress,1908,1908,"Washington, D.C.",Carnegie institution of Washington,2,"Andrews, Charles McLean || Davenport, Frances Gardiner",2,Q843_004,ca 17003654
Hilda Roderick Ellis Davidson,Q1654,"Davidson, Hilda Roderick Ellis",author,The road to hel; a study of the conception of the dead in Old Norse literature,1943,1943,Cambridge Eng.,University Press,1,"Davidson, Hilda Roderick Ellis",1,Q1654_022,a 43003633
Emily Day,Q848,"Day, Emily Foster",author,The Menehunes,1905,1905,San Francisco,Paul Elder and Co.,1,"Day, Emily Foster",1,Q848_002,tmp96026211
Emily Day,Q848,"Day, Emily Foster",author,"The Princess of Manoa, and other romantic tales from the folk-lore of old Hawaii",1906,1906,San Francisco and New York,P. Elder and company,1,"Day, Emily Foster",1,Q848_003,06045043
Charlotte Louisa Hawkins Dempster,Q849,"Dempster, Charlotte Louisa Hawkins",author,The literary remains of Albrecht Dürer,1861,1861,S.l.,s.n.,1,"Dempster, Charlotte Louisa Hawkins",1,Q849_007,81212828
Charlotte Louisa Hawkins Dempster,Q849,"Dempster, Charlotte Louisa Hawkins",author,Véra,1871,1871,London,"Smith, Elder & co.",1,"Dempster, Charlotte Louisa Hawkins",1,Q849_012,44029547
Charlotte Louisa Hawkins Dempster,Q849,"Dempster, Charlotte Louisa Hawkins",author,Essays,1872,1872,London,"Smith, Elder & co.",1,"Dempster, Charlotte Louisa Hawkins",1,Q849_004,10019994
Charlotte Louisa Hawkins Dempster,Q849,"Dempster, Charlotte Louisa Hawkins",author,The Hôtel du Petit St. Jean. A Gascon story,1872,1872,London,"Smith, Elder and co.",1,"Dempster, Charlotte Louisa Hawkins",1,Q849_005,44029551
Charlotte Louisa Hawkins Dempster,Q849,"Dempster, Charlotte Louisa Hawkins",author,Iseulte,1875,1875,London,"Smith, Elder, & co.",1,"Dempster, Charlotte Louisa Hawkins",1,Q849_006,06034003
Charlotte Louisa Hawkins Dempster,Q849,"Dempster, Charlotte Louisa Hawkins",author,"Blue roses; or, Helen Malinofska'a marriage",1877,1877,London,H. S. King & co.,1,"Dempster, Charlotte Louisa Hawkins",1,Q849_001,41027428
Charlotte Louisa Hawkins Dempster,Q849,"Dempster, Charlotte Louisa Hawkins",author,Within sound of the sea,1879,1879,London,C. K. Paul & co.,1,"Dempster, Charlotte Louisa Hawkins",1,Q849_013,42047090
Charlotte Louisa Hawkins Dempster,Q849,"Dempster, Charlotte Louisa Hawkins",author,The Maritime Alps and their seaboard,1885,1885,London,"Longmans, Green, and co.",1,"Dempster, Charlotte Louisa Hawkins",1,Q849_009,04026273
Charlotte Louisa Hawkins Dempster,Q849,"Dempster, Charlotte Louisa Hawkins",author,"Ninette, an idyll of Provence",1888,1888,New York,D. Appleton and company,1,"Dempster, Charlotte Louisa Hawkins",1,Q849_010,44022012
Charlotte Louisa Hawkins Dempster,Q849,"Dempster, Charlotte Louisa Hawkins",author,The dance of the hours,1893,1893,London?,Methuen,1,"Dempster, Charlotte Louisa Hawkins",1,Q849_003,89953046
Charlotte Louisa Hawkins Dempster,Q849,"Dempster, Charlotte Louisa Hawkins",author,The manners of my time,1920,1920,London,G. Richards ltd.,2,"Dempster, Charlotte Louisa Hawkins || Knox, Alice",1,Q849_008,20012408
Mary Dendy,Q850,"Dendy, Mary",author,Feeblemindedness in children of school-age,1911,1911,Manchester Eng.,University Press,2,"Lapage, Charles Paget || Dendy, Mary",2,Q850_003,11008105
Emma Dent,Q1377,"Dent, Emma",author,Annals of Winchcombe and Sudeley,1877,1877,London,J. Murray,1,"Dent, Emma",1,Q1377_001,02022239
Dina Portway Dobson,Q294,"Dobson, Dina Portway",author,The teaching of pre-history in schools,1928,1928,London,"Pub. for the Historical association by G. Bell and sons, ltd.",1,"Dobson, Dina Portway",1,Q294_002,28021813
Dina Portway Dobson,Q294,"Dobson, Dina Portway",author,The archaeology of Somerset,1931,1931,London,Methuen,1,"Dobson, Dina Portway",1,Q294_001,32012107
Madeleine Hope Dodds,Q3094,"Dodds, Madeleine Hope",author,"The pilgrimage of grace, 1536-1537, and the Exeter conspiricy, 1538",1915,1915,Cambridge Eng.,University press,2,"Dodds, Madeleine Hope || Dodds, Ruth",1,Q3094_002,16003101
Madeleine Hope Dodds,Q3094,"Dodds, Madeleine Hope",editor,Extracts from the Newcastle upon Tyne council minute book,1920,1920,Newcastle upon Tyne,Printed by the Northumberland press,1,"Dodds, Madeleine Hope",1,Q3094_003,24015889
Madeleine Hope Dodds,Q3094,"Dodds, Madeleine Hope",editor,The register of freemen of Newcastle upon Tyne from the Corporation guild and admission books,1923-26,1923,Newcastle upon Tyne,Printed for the Newcastle upon Tyne Records Committee by the Northumberland Press Ltd.,1,"Dodds, Madeleine Hope",1,Q3094_004,24025659
Dorothy Dudley,Q794,"Dudley, Dorothy",author,"Theatrum majorum: the Cambridge of 1776 : wherein is set forth an account of the town, and of the events it witnessed, with which is incorporated the diary of Dorothy Dudley : together with an historicall sketch, severall appropriate poems, numerous anecdotes",1876,1876,Boston,"Sold by Lockwood, Brooks and Co.",2,"Gilman, Arthur || Dudley, Dorothy",2,Q794_001,2011505094
Dorothy Dudley,Q794,"Dudley, Dorothy",author,Venus. To the Venus of Melos,1912,1912,New York,B.W. Huebsch,2,"Rodin, Auguste || Dudley, Dorothy",2,Q794_014,13001935
Dorothy Dudley,Q794,"Dudley, Dorothy",author,Forgotten frontiers; Dreiser and the land of the free,1932,1932,New York,H. Smith and R. Haas,1,"Dudley, Dorothy",1,Q794_006,32028945
Dorothy Dudley,Q794,"Dudley, Dorothy",author,Dreiser and the land of the free; a novel of facts,1933,1933,London,Wishart,1,"Dudley, Dorothy",1,Q794_003,68129519
Dorothy Dudley,Q794,"Dudley, Dorothy",author,What dark secret,1943,1943,New York,William Morrow & Company,2,"Dudley, Dorothy || Sheridan, Juanita",1,Q794_007,43005800
Frances Hermia Durham,Q857,"Durham, F. H.",author,English history illustrated from original sources 1399-1485,1902,1902,London,A. and C. Black,1,"Durham, F. H.",1,Q857_001,03029082
Frances Hermia Durham,Q857,"Durham, F. H.",author,"Report by education officer submitting a report by Miss Durham, inspector of womens technical classes, on juvenile labour in Germany and how it is being dealt with",1910,1910,London,,1,"Durham, F. H.",1,Q857_002,e 10001876
Margot Eates,Q800,"Eates, Margot",editor,"Paintings, drawings and illustrations",1948,1948,London,"Lund, Humphries",2,"Nash, Paul || Eates, Margot",2,Q800_004,49018613
Margot Eates,Q800,"Eates, Margot",author,Gardening in cities,1955,1955,London,P. Owen,1,"Eates, Margot",1,Q800_002,56025004
Lina Eckenstein,Q2739,"Eckenstein, Lina",author,Literary remains of Albrecht Dürer,1889,1889,Cambridge,University Press,2,"Conway, William Martin || Eckenstein, Lina",2,Q2739_001,10034220
Lina Eckenstein,Q2739,"Eckenstein, Lina",author,Albrecht Dürer,1902,1902,London,Duckworth & co.,1,"Eckenstein, Lina",1,Q2739_003,03016535
Lina Eckenstein,Q2739,"Eckenstein, Lina",author,Comparative studies in nursery rhymes,1911,1911,London,Duckworth & Co.,1,"Eckenstein, Lina",1,Q2739_004,21017330
Lina Eckenstein,Q2739,"Eckenstein, Lina",author,A history of Sinai,1921,1921,London,Society for promoting Christian knowledge,1,"Eckenstein, Lina",1,Q2739_007,22004445
Lina Eckenstein,Q2739,"Eckenstein, Lina",author,Tutankh-aten; a story of the past,1924,1924,London,J. Cape,1,"Eckenstein, Lina",1,Q2739_002,24009464
Lina Eckenstein,Q2739,"Eckenstein, Lina",author,A spell of words; studies in language bearing on custom,1932,1932,London,Favil Press,1,"Eckenstein, Lina",1,Q2739_009,33004492
Lina Eckenstein,Q2739,"Eckenstein, Lina",author,The women of early Christianity,1935,1935,London,"The Faith press, ltd.",2,"Eckenstein, Lina || Roscoe, Celia",1,Q2739_011,35034898
Amelia Blandford Edwards,Q878,"Edwards, Amelia B.",author,Outlines of English history: from the Roman conquest to the present time,1857,1857,Boston,"Hickling, Swan and Brewer",1,"Edwards, Amelia B.",1,Q878_020,02013504
Amelia Blandford Edwards,Q878,"Edwards, Amelia B.",translator,A lady's captivity among Chinese pirates in the Chinese seas,1858,1858,London,G. Routledge & co.,2,"Loviot, Fanny || Edwards, Amelia B.",2,Q878_037,15022463
Amelia Blandford Edwards,Q878,"Edwards, Amelia B.",author,Home thoughts and home scenes,1865?,1865,Boston,J.E. Tilton and co.,9,"Ingelow, Jean || Greenwell, Dora || Taylor, Tom || Norton, Caroline Sheridan || Edwards, Amelia B. || Humphreys, Jennett || Craik, Dinah Maria Mulock || Dalziel, Edward || Dalziel, George",5,Q878_001,18010631
Amelia Blandford Edwards,Q878,"Edwards, Amelia B.",author,Half a million of money. A novel,1866,1866,London,Tinsley brothers,1,"Edwards, Amelia B.",1,Q878_009,06036569
Amelia Blandford Edwards,Q878,"Edwards, Amelia B.",author,Untrodden peaks and unfrequented valleys: a midsummer ramble in the Dolomites,1873,1873,London,"Longmans, Green, and Co.",1,"Edwards, Amelia B.",1,Q878_034,03005224
Amelia Blandford Edwards,Q878,"Edwards, Amelia B.",author,"Monsieur Maurice, a new novelette",1873,1873,Leipzig,B. Tauchnitz,1,"Edwards, Amelia B.",1,Q878_016,06036570
Amelia Blandford Edwards,Q878,"Edwards, Amelia B.",author,In the days of my youth. A novel,1874,1874,Philadelphia,Porter & Coates,1,"Edwards, Amelia B.",1,Q878_012,22014542
Amelia Blandford Edwards,Q878,"Edwards, Amelia B.",author,My brother's wife. A life-history,1877,1877,New York,George Munro publisher,1,"Edwards, Amelia B.",1,Q878_018,ca 07004289
Amelia Blandford Edwards,Q878,"Edwards, Amelia B.",author,Hand and glove,1877,1877,New York,George Munro publisher,1,"Edwards, Amelia B.",1,Q878_011,ca 07004617
Amelia Blandford Edwards,Q878,"Edwards, Amelia B.",author,Barbara's history,1877,1877,New York,George Munro publisher,1,"Edwards, Amelia B.",1,Q878_007,ca 07004621
